order_id,user_id,total,payment
177,303,155690,credit_card
178,2650,931115,instalment
179,1133,109553,instalment
180,1131,391248,cash
181,919,157350,cash
182,2135,342700,instalment
183,954,136719,instalment
184,2146,207265,instalment
185,1926,830470,cash
186,2693,936559,credit_card
187,299,652153,cash
188,2604,855791,cash
189,1347,297851,instalment
190,1919,190902,instalment
191,178,143834,credit_card
192,1518,210330,cash
193,1342,939552,cash
194,2415,328550,instalment
195,2489,403133,credit_card
196,1060,206693,credit_card
197,462,940061,instalment
198,1487,521575,cash
199,2792,659738,credit_card
200,1381,887059,cash
201,1249,882920,instalment
202,1203,226761,credit_card
203,874,584308,credit_card
204,1983,898387,credit_card
205,2121,499424,instalment
206,1673,734854,cash
207,2323,155010,cash
208,2066,860938,instalment
209,638,384065,credit_card
210,1472,911739,instalment
211,148,112282,cash
212,1187,200735,credit_card
213,2731,523051,cash
214,1271,510451,cash
215,1319,219252,instalment
216,2634,503137,cash
217,1956,183746,cash
218,1832,499538,cash
219,846,280523,credit_card
220,2444,993638,credit_card
221,2840,543738,instalment
222,666,926805,cash
223,2421,652734,credit_card
224,2320,144199,credit_card
225,209,740678,credit_card
226,888,232620,instalment
227,2402,654312,credit_card
228,267,676949,credit_card
229,2133,983975,instalment
230,2485,534281,cash
231,2584,360769,cash
232,1200,710699,credit_card
233,2527,348947,cash
234,2293,735299,cash
235,376,171493,credit_card
236,116,453064,instalment
237,486,684192,cash
238,20,172933,credit_card
239,1642,938034,instalment
240,445,765240,credit_card
241,1806,653380,credit_card
242,82,873559,instalment
243,1964,149140,credit_card
244,165,884882,instalment
245,2768,485863,credit_card
246,1821,860512,cash
247,184,961065,instalment
248,1058,143198,instalment
249,2791,893040,instalment
250,854,573581,instalment
251,2662,636315,instalment
252,2116,420195,instalment
253,2028,358188,instalment
254,2873,606627,cash
255,317,772824,instalment
256,618,437911,credit_card
257,1282,120990,cash
258,2540,989873,credit_card
259,624,875373,credit_card
260,1242,889072,credit_card
261,2273,324229,cash
262,42,385690,credit_card
263,1542,674586,cash
264,1294,299765,credit_card
265,22,124789,instalment
266,1540,456554,cash
267,2500,496401,instalment
268,1001,961668,credit_card
269,2405,386174,credit_card
270,530,431181,credit_card
271,1997,842258,cash
272,16,190343,credit_card
273,476,101973,cash
274,1278,902622,instalment
275,2781,575376,cash
276,2146,642672,cash
277,2819,887702,instalment
278,2106,865527,credit_card
279,355,697571,credit_card
280,1729,118351,cash
281,2408,262063,instalment
282,1561,839806,credit_card
283,14,572256,credit_card
284,2110,303107,credit_card
285,456,349659,instalment
286,1043,677700,instalment
287,2142,439279,instalment
288,2133,728322,credit_card
289,18,873616,credit_card
290,1768,555395,cash
291,1362,771150,credit_card
292,2738,703476,instalment
293,388,970995,cash
294,2919,913255,instalment
295,1473,196796,credit_card
296,1192,511007,credit_card
297,2784,392831,instalment
298,2301,792792,cash
299,2253,162926,cash
300,2069,489051,credit_card
301,1634,426546,instalment
302,227,830350,instalment
303,84,359633,cash
304,2198,972414,credit_card
305,2119,934357,cash
306,1309,378634,cash
307,145,156952,cash
308,1718,130155,instalment
309,12,582530,cash
310,2806,416810,cash
311,847,441133,cash
312,1620,319222,credit_card
313,2103,987925,instalment
314,498,674577,instalment
315,1298,802644,instalment
316,1872,206963,cash
317,2708,114110,cash
318,2925,764549,instalment
319,2196,673847,cash
320,1106,980091,cash
321,965,977286,credit_card
322,1968,440526,instalment
323,2075,817337,cash
324,120,816542,cash
325,657,366409,instalment
326,2265,460689,instalment
327,1443,911381,cash
328,1852,874178,credit_card
329,583,156947,credit_card
330,80,380301,cash
331,1531,128152,instalment
332,1311,209771,cash
333,943,250584,instalment
334,549,164006,instalment
335,2629,244375,credit_card
336,2125,415159,cash
337,2236,478415,instalment
338,2530,523933,cash
339,2773,974006,cash
340,2022,970468,instalment
341,1583,424465,instalment
342,1146,382194,cash
343,1376,288089,instalment
344,1383,192068,instalment
345,1761,595345,credit_card
346,2819,491160,instalment
347,1387,467978,cash
348,232,562816,cash
349,332,433405,credit_card
350,1899,292608,instalment
351,892,813173,instalment
352,1721,464049,cash
353,49,410868,credit_card
354,2759,629652,cash
355,368,710360,instalment
356,766,264353,credit_card
357,2565,684869,instalment
358,1421,377834,instalment
359,1894,586201,instalment
360,868,558527,credit_card
361,1340,914402,cash
362,500,237257,credit_card
363,2202,197898,cash
364,2266,314135,cash
365,950,913372,cash
366,1513,953960,instalment
367,2926,659613,credit_card
368,2884,363018,credit_card
369,1976,869080,instalment
370,2390,755280,instalment
371,1072,779134,instalment
372,1851,546125,instalment
373,1202,679656,credit_card
374,1832,892341,instalment
375,144,434912,credit_card
376,1217,285053,credit_card
377,2914,531823,instalment
378,90,756644,cash
379,87,826105,instalment
380,1262,774377,cash
381,1421,286561,credit_card
382,1179,869764,cash
383,2690,318604,cash
384,2639,300107,credit_card
385,761,994125,instalment
386,133,614783,credit_card
387,854,721134,credit_card
388,1591,520275,cash
389,1211,380685,credit_card
390,2310,838528,instalment
391,1977,637886,cash
392,1972,116276,credit_card
393,482,619216,cash
394,871,470833,instalment
395,1756,111432,cash
396,234,311327,cash
397,1942,534583,instalment
398,1609,302526,cash
399,322,954574,credit_card
400,1464,872408,cash
401,2834,570885,instalment
402,743,934237,instalment
403,555,938328,instalment
404,1239,938979,credit_card
405,346,408701,cash
406,756,586106,credit_card
407,2339,597305,instalment
408,694,514238,credit_card
409,2421,413207,cash
410,1577,924194,cash
411,2550,807705,credit_card
412,1107,770988,credit_card
413,1044,112426,credit_card
414,2304,336802,cash
415,1503,614554,credit_card
416,2198,929748,cash
417,2552,713428,cash
418,84,630949,instalment
419,578,238172,cash
420,2424,557465,instalment
421,2829,463516,credit_card
422,2496,209469,credit_card
423,1727,277622,credit_card
424,1829,713370,credit_card
425,1461,738099,instalment
426,2097,663906,credit_card
427,1120,263093,credit_card
428,2819,287039,instalment
429,454,128138,cash
430,742,711440,cash
431,2246,923411,instalment
432,2790,984300,instalment
433,1189,199422,credit_card
434,1952,506172,cash
435,1118,313215,instalment
436,1002,413502,instalment
437,315,977024,credit_card
438,2361,902279,credit_card
439,2967,910665,cash
440,2762,698860,credit_card
441,1188,665405,credit_card
442,548,125488,credit_card
443,2615,819765,cash
444,811,165044,cash
445,2229,332191,cash
446,1092,817551,instalment
447,1138,434345,instalment
448,1207,130716,cash
449,2722,447917,credit_card
450,2777,661979,instalment
451,232,353396,credit_card
452,1487,745364,cash
453,2786,741827,cash
454,919,555249,instalment
455,2875,511815,credit_card
456,1380,158753,credit_card
457,212,310744,credit_card
458,1241,920857,credit_card
459,501,718668,instalment
460,916,537152,credit_card
461,2542,114135,instalment
462,1024,875364,cash
463,161,636917,instalment
464,1357,849630,instalment
465,2646,373004,credit_card
466,1372,572431,instalment
467,1503,423324,credit_card
468,2459,341977,credit_card
469,2167,458105,credit_card
470,639,848248,credit_card
471,2243,428909,credit_card
472,2872,264398,credit_card
473,553,766984,instalment
474,1999,706796,credit_card
475,1725,209971,credit_card
476,1142,874636,credit_card
477,1140,767520,instalment
478,1829,159930,credit_card
479,694,621655,cash
480,765,641171,cash
481,54,177832,instalment
482,430,529305,instalment
483,1517,424954,instalment
484,640,124830,credit_card
485,2745,528695,instalment
486,2644,880771,instalment
487,2328,398605,credit_card
488,2255,884483,instalment
489,1812,533971,credit_card
490,2364,637493,credit_card
491,2697,422768,cash
492,921,565766,cash
493,617,675537,cash
494,2614,609548,cash
495,923,765635,credit_card
496,417,664872,instalment
497,587,560188,credit_card
498,645,996812,credit_card
499,574,698940,credit_card
500,2351,649565,instalment
501,2655,129404,cash
502,1437,326486,credit_card
503,107,437507,credit_card
504,2773,493867,credit_card
505,2330,566700,credit_card
506,2707,621767,cash
507,2657,604024,credit_card
508,1740,130002,credit_card
509,2201,571938,credit_card
510,908,205081,credit_card
511,1505,861664,credit_card
512,978,144675,credit_card
513,2539,136288,instalment
514,1423,526561,cash
515,1471,305438,cash
516,732,949080,instalment
517,171,265044,cash
518,1785,700301,cash
519,662,403623,credit_card
520,208,721784,credit_card
521,208,664047,cash
522,1133,661492,cash
523,1687,661559,instalment
524,1494,461378,cash
525,412,627296,credit_card
526,513,903549,cash
527,2965,950150,cash
528,927,872990,instalment
529,2090,588616,cash
530,2264,543057,credit_card
531,1100,175538,credit_card
532,1875,279933,cash
533,2410,609691,instalment
534,2901,659125,cash
535,610,928439,instalment
536,297,461277,cash
537,2072,285120,cash
538,1430,897340,instalment
539,1178,920790,credit_card
540,250,777873,credit_card
541,45,367498,cash
542,2172,740433,cash
543,858,449213,credit_card
544,1145,609607,instalment
545,2927,627946,instalment
546,853,967866,cash
547,1978,809199,cash
548,418,727814,credit_card
549,107,272081,credit_card
550,328,201848,cash
551,1582,406923,instalment
552,2325,160875,cash
553,2401,265141,instalment
554,1750,851987,instalment
555,1338,152780,cash
556,2061,940651,cash
557,1130,328553,credit_card
558,1815,371186,credit_card
559,28,431123,credit_card
560,2247,844671,credit_card
561,58,961688,credit_card
562,2776,111060,cash
563,2629,934807,cash
564,2108,873907,credit_card
565,161,628821,cash
566,1376,958682,cash
567,1137,486563,credit_card
568,2817,357271,cash
569,2299,649513,instalment
570,2599,131388,cash
571,628,617918,instalment
572,2451,301720,instalment
573,2378,964431,instalment
574,2909,691845,credit_card
575,451,251709,credit_card
576,2257,529369,cash
577,1707,762099,instalment
578,2486,272731,instalment
579,1747,620567,instalment
580,7,495523,cash
581,2383,407284,cash
582,1773,691711,cash
583,1179,170781,instalment
584,1456,662526,cash
585,182,620551,instalment
586,2949,277704,instalment
587,918,865075,instalment
588,1855,556884,credit_card
589,446,416635,credit_card
590,1876,728565,credit_card
591,1867,644198,instalment
592,56,410281,credit_card
593,2239,609225,credit_card
594,2363,682903,credit_card
595,1297,459637,instalment
596,1918,392431,cash
597,2554,202955,instalment
598,1549,629057,cash
599,156,845349,instalment
600,186,985311,cash
601,1230,648439,instalment
602,1102,725148,cash
603,2559,717073,cash
604,906,175932,credit_card
605,824,429254,credit_card
606,633,724702,credit_card
607,2380,403426,cash
608,2524,750526,cash
609,1248,497820,credit_card
610,1469,441525,credit_card
611,2587,835041,credit_card
612,2290,885585,cash
613,2535,747878,instalment
614,903,903170,cash
615,2696,174442,instalment
616,1643,810410,instalment
617,2936,339476,cash
618,812,468133,instalment
619,1933,372228,credit_card
620,712,536841,credit_card
621,9,382304,instalment
622,2369,730147,instalment
623,78,901362,credit_card
624,2710,658536,cash
625,2880,313191,cash
626,1867,274278,cash
627,1259,202944,cash
628,806,776656,instalment
629,2868,641379,cash
630,546,879187,cash
631,1568,295362,cash
632,1814,232663,instalment
633,1959,367186,cash
634,2040,242866,instalment
635,2525,519129,cash
636,699,504885,credit_card
637,1917,666727,cash
638,2280,608171,cash
639,2518,511012,cash
640,1190,341932,cash
641,2606,715661,cash
642,77,331597,credit_card
643,964,305007,instalment
644,2711,661596,cash
645,2587,109984,credit_card
646,2508,886264,credit_card
647,889,608773,cash
648,1001,870983,credit_card
649,578,170548,instalment
650,486,659114,cash
651,604,296367,instalment
652,2288,735499,cash
653,552,367749,instalment
654,5,417561,credit_card
655,261,392666,cash
656,2943,331310,credit_card
657,2301,340788,cash
658,1520,517278,credit_card
659,717,235102,instalment
660,954,361677,credit_card
661,2532,772577,cash
662,121,737902,instalment
663,865,366660,instalment
664,2388,626033,credit_card
665,1005,620925,credit_card
666,2711,256031,credit_card
667,552,579370,cash
668,1403,878368,cash
669,2378,541112,cash
670,205,797468,cash
671,432,862423,credit_card
672,1473,763174,credit_card
673,670,624775,cash
674,1432,836351,instalment
675,1584,629757,instalment
676,1567,509504,instalment
677,1174,930878,credit_card
678,2143,707554,instalment
679,1438,165651,credit_card
680,137,757074,credit_card
681,2661,746371,cash
682,311,239464,instalment
683,2177,333134,instalment
684,2598,208338,instalment
685,2185,790828,cash
686,2878,936379,credit_card
687,2539,139900,credit_card
688,1990,534470,cash
689,319,456383,cash
690,2781,332693,cash
691,1142,721993,credit_card
692,1798,279577,credit_card
693,709,922228,cash
694,2697,928903,cash
695,1748,148120,cash
696,162,397395,cash
697,1873,740651,credit_card
698,584,565932,credit_card
699,872,461193,credit_card
700,1008,927429,cash
701,2269,826425,instalment
702,1432,230919,credit_card
703,1313,441807,credit_card
704,1432,395636,instalment
705,2409,152967,cash
706,977,218872,credit_card
707,2711,947909,credit_card
708,1974,794665,cash
709,1345,848074,cash
710,2726,680368,instalment
711,1892,198874,instalment
712,2026,698172,instalment
713,2003,665278,instalment
714,2394,219908,instalment
715,1028,461712,cash
716,2526,752918,instalment
717,2740,551557,instalment
718,1076,319367,cash
719,647,502021,cash
720,679,237559,cash
721,2782,455434,instalment
722,323,985343,credit_card
723,134,250391,credit_card
724,423,146223,cash
725,205,529998,credit_card
726,1741,248194,credit_card
727,820,356912,instalment
728,1432,471169,cash
729,2659,998754,credit_card
730,1262,531950,cash
731,2454,834509,credit_card
732,120,670989,instalment
733,184,250668,cash
734,2480,939526,credit_card
735,1609,169434,instalment
736,2260,590087,cash
737,2727,824496,cash
738,196,585879,cash
739,1896,915603,cash
740,448,615252,credit_card
741,1477,455015,cash
742,1392,701063,credit_card
743,473,508766,credit_card
744,995,413709,instalment
745,2727,469451,credit_card
746,2910,641713,cash
747,285,771995,cash
748,1427,353750,credit_card
749,1517,988379,cash
750,2337,815834,instalment
751,247,628352,cash
752,1323,949859,cash
753,1032,673287,cash
754,560,868369,cash
755,2508,236341,instalment
756,2237,389424,cash
757,246,864271,credit_card
758,1756,306598,cash
759,1307,986906,instalment
760,449,243238,instalment
761,2898,420434,cash
762,1797,492485,instalment
763,440,269745,instalment
764,599,810856,instalment
765,1501,233606,instalment
766,2008,853589,instalment
767,2525,385247,credit_card
768,298,472739,credit_card
769,1668,756957,cash
770,255,447692,cash
771,1234,552379,cash
772,1666,676954,credit_card
773,337,671662,instalment
774,2647,734802,cash
775,57,801499,instalment
776,1075,419884,cash
777,1460,252996,cash
778,2518,824946,instalment
779,2207,428012,instalment
780,2023,677313,cash
781,798,851895,cash
782,2195,421148,instalment
783,2993,162692,credit_card
784,2309,839247,instalment
785,752,545089,instalment
786,1250,490265,cash
787,1981,328915,cash
788,2871,362151,credit_card
789,551,102015,cash
790,39,923007,instalment
791,2217,288307,instalment
792,1426,953686,instalment
793,1073,700932,cash
794,1039,714522,instalment
795,121,166874,instalment
796,2639,451356,credit_card
797,1002,498845,credit_card
798,1262,178538,instalment
799,2048,284436,instalment
800,1637,355305,instalment
801,494,559355,instalment
802,1216,149265,instalment
803,1603,840406,instalment
804,1815,216828,credit_card
805,2794,381251,cash
806,1445,701569,credit_card
807,2319,262347,cash
808,2726,119359,cash
809,1292,584765,instalment
810,1763,728155,instalment
811,1312,235649,cash
812,481,246166,credit_card
813,1276,966766,credit_card
814,1646,891469,credit_card
815,2588,898698,instalment
816,848,786372,instalment
817,1565,833802,cash
818,100,693729,credit_card
819,1415,260175,cash
820,1700,683092,credit_card
821,1732,506649,instalment
822,2393,299641,credit_card
823,2886,144585,instalment
824,2273,861582,cash
825,1147,600546,credit_card
826,1809,537175,cash
827,1826,672368,instalment
828,1078,455178,instalment
829,640,662898,cash
830,1599,498076,instalment
831,1692,500785,credit_card
832,1584,428617,cash
833,1312,229404,instalment
834,841,408809,cash
835,2236,760704,instalment
836,2706,246541,instalment
837,2217,106006,instalment
838,317,350752,cash
839,694,436080,instalment
840,1492,366079,instalment
841,351,447110,instalment
842,601,884060,cash
843,2589,787208,credit_card
844,2162,613551,cash
845,2309,713156,instalment
846,782,427121,credit_card
847,1417,429808,cash
848,1946,294131,credit_card
849,31,846694,credit_card
850,283,979304,credit_card
851,1686,606844,credit_card
852,1161,512152,cash
853,282,263827,cash
854,2797,809963,instalment
855,2679,116916,credit_card
856,995,297980,cash
857,1985,999834,credit_card
858,1959,409228,instalment
859,1155,386937,cash
860,2314,995904,cash
861,2785,152838,credit_card
862,876,829997,instalment
863,809,874406,instalment
864,291,555905,cash
865,1845,862586,cash
866,2581,658283,instalment
867,1428,812470,cash
868,2906,955936,instalment
869,1787,167334,cash
870,894,976903,instalment
871,1510,744876,instalment
872,1989,794066,instalment
873,1649,407531,instalment
874,1369,656769,instalment
875,2808,760450,credit_card
876,2938,270864,instalment
877,1073,431775,credit_card
878,2074,978294,cash
879,1150,417358,instalment
880,1656,829655,instalment
881,285,935359,cash
882,2960,943321,cash
883,1950,654829,cash
884,288,719128,credit_card
885,1849,270529,instalment
886,585,670264,credit_card
887,1017,657163,credit_card
888,245,782573,instalment
889,519,859614,credit_card
890,2876,618771,credit_card
891,2508,420162,cash
892,2245,576596,instalment
893,1292,499756,credit_card
894,1634,925893,cash
895,1054,465674,credit_card
896,2355,360574,credit_card
897,1692,319954,credit_card
898,979,896384,instalment
899,221,773137,credit_card
900,2270,182108,cash
901,2663,111137,instalment
902,196,820174,cash
903,650,128117,credit_card
904,1425,191436,cash
905,2041,870997,cash
906,2328,664902,instalment
907,256,130378,credit_card
908,1156,682049,instalment
909,209,966250,cash
910,2992,869177,cash
911,510,393718,cash
912,2203,724547,credit_card
913,587,776586,instalment
914,2372,877730,instalment
915,2862,966290,instalment
916,2199,711177,cash
917,1674,408067,cash
918,1937,898282,cash
919,2096,373800,credit_card
920,346,488023,credit_card
921,1689,987511,cash
922,1149,556401,credit_card
923,1499,217845,credit_card
924,934,447753,cash
925,2279,991658,cash
926,2631,438319,credit_card
927,1305,818631,credit_card
928,2554,957832,instalment
929,2310,661447,cash
930,1807,767000,instalment
931,2141,709467,cash
932,2447,221593,credit_card
933,318,382276,credit_card
934,224,638321,credit_card
935,2393,877477,cash
936,60,130753,cash
937,143,238713,instalment
938,2329,840201,cash
939,1383,943468,cash
940,1537,516031,instalment
941,2109,882101,instalment
942,389,654317,instalment
943,900,339653,cash
944,895,880340,credit_card
945,1845,980337,credit_card
946,299,167518,credit_card
947,2093,587114,instalment
948,648,135273,cash
949,849,903641,instalment
950,673,908222,credit_card
951,263,813229,cash
952,128,778450,instalment
953,26,385704,cash
954,2319,204503,instalment
955,2493,846340,cash
956,500,118206,instalment
957,2289,863342,cash
958,140,116034,cash
959,1111,967729,credit_card
960,447,660787,credit_card
961,2856,695242,credit_card
962,517,606881,instalment
963,2671,541320,credit_card
964,2753,199578,cash
965,806,909203,instalment
966,1217,368692,credit_card
967,1895,738651,cash
968,666,706006,cash
969,224,897324,credit_card
970,2218,536508,cash
971,1890,606701,instalment
972,2373,350066,credit_card
973,2686,544673,cash
974,1775,304092,cash
975,1358,468397,instalment
976,1886,386288,credit_card
977,262,903392,credit_card
978,2120,898505,credit_card
979,2442,743246,cash
980,2793,824977,cash
981,2874,229074,credit_card
982,184,668352,credit_card
983,583,560131,credit_card
984,2326,470203,credit_card
985,2597,942357,cash
986,1502,388941,instalment
987,1565,842758,cash
988,414,726029,instalment
989,800,972364,cash
990,1297,681710,instalment
991,1327,303655,instalment
992,1500,704599,credit_card
993,2577,588436,instalment
994,1428,150750,instalment
995,2631,192273,credit_card
996,1247,709403,cash
997,132,931564,cash
998,2047,316082,cash
999,2339,663878,instalment
1000,2574,690207,instalment
1001,2565,485733,credit_card
1002,2768,107784,cash
1003,49,249950,cash
1004,2144,159045,instalment
1005,427,246277,cash
1006,1492,530429,credit_card
1007,1528,621592,cash
1008,508,876772,credit_card
1009,1787,697280,credit_card
1010,2875,453076,credit_card
1011,1248,454691,cash
1012,1379,307257,instalment
1013,1786,313468,credit_card
1014,600,680707,credit_card
1015,461,837788,cash
1016,2895,428871,instalment
1017,2021,284846,credit_card
1018,358,180329,instalment
1019,2361,704117,instalment
1020,2051,984874,instalment
1021,759,699590,cash
1022,2191,533864,instalment
1023,694,769470,credit_card
1024,1074,284374,instalment
1025,2851,506697,credit_card
1026,2602,774250,cash
1027,869,485532,credit_card
1028,1075,472752,cash
1029,209,621686,instalment
1030,129,163410,credit_card
1031,670,423675,instalment
1032,992,599486,credit_card
1033,563,462081,credit_card
1034,1399,447000,cash
1035,2718,191896,credit_card
1036,2079,634168,credit_card
1037,2382,756193,instalment
1038,1604,916016,instalment
1039,342,591156,instalment
1040,1111,605825,credit_card
1041,2129,482096,credit_card
1042,2959,583684,credit_card
1043,1342,436703,cash
1044,1518,800889,cash
1045,1500,423768,instalment
1046,2793,663474,credit_card
1047,2390,183914,cash
1048,1082,608476,credit_card
1049,1655,426535,credit_card
1050,68,455772,instalment
1051,1393,397681,cash
1052,2878,336518,cash
1053,169,786318,credit_card
1054,2089,488867,instalment
1055,2414,546588,credit_card
1056,457,278254,cash
1057,1757,907166,instalment
1058,762,993915,credit_card
1059,2999,343637,cash
1060,1263,514269,cash
1061,444,270115,cash
1062,1035,293166,instalment
1063,1266,578903,cash
1064,525,953015,instalment
1065,2068,898291,credit_card
1066,965,195864,credit_card
1067,2269,133115,cash
1068,2914,401516,cash
1069,1491,355507,credit_card
1070,2334,592496,instalment
1071,1172,512118,cash
1072,522,271952,cash
1073,1156,717706,instalment
1074,1384,677409,instalment
1075,2993,603242,credit_card
1076,1650,355243,instalment
1077,562,386560,instalment
1078,195,948867,instalment
1079,34,781001,cash
1080,2200,706727,credit_card
1081,2494,784838,instalment
1082,588,912398,cash
1083,666,695119,instalment
1084,1193,457262,credit_card
1085,823,956079,instalment
1086,780,508982,instalment
1087,1617,462930,cash
1088,2760,764412,instalment
1089,1405,940224,instalment
1090,1281,257630,credit_card
1091,961,820828,cash
1092,2851,505023,instalment
1093,2185,947362,cash
1094,1310,401097,instalment
1095,1440,176637,instalment
1096,2827,745575,instalment
1097,231,375266,instalment
1098,1905,418557,instalment
1099,778,329467,instalment
1100,2629,236616,instalment
1101,2489,657359,cash
1102,703,884343,instalment
1103,1154,144258,credit_card
1104,580,175755,instalment
1105,1024,233422,instalment
1106,1687,796331,credit_card
1107,152,672538,instalment
1108,744,584962,instalment
1109,2652,165947,credit_card
1110,1736,678149,credit_card
1111,1138,990727,cash
1112,1849,662829,cash
1113,2108,590878,cash
1114,587,434926,credit_card
1115,1592,112406,credit_card
1116,1351,156868,cash
1117,2661,581450,cash
1118,657,653449,instalment
1119,1032,919309,credit_card
1120,2909,994445,credit_card
1121,1710,119520,credit_card
1122,611,696668,cash
1123,79,704322,cash
1124,561,469934,cash
1125,1265,283422,instalment
1126,2735,576237,credit_card
1127,2197,220692,credit_card
1128,842,214435,cash
1129,1149,949632,credit_card
1130,2884,839275,credit_card
1131,889,955537,credit_card
1132,1278,724898,instalment
1133,420,113135,cash
1134,2295,738191,instalment
1135,1588,252452,cash
1136,2970,797483,cash
1137,1070,844146,cash
1138,2648,931253,credit_card
1139,2159,676189,credit_card
1140,143,674341,cash
1141,2933,291945,cash
1142,915,600813,credit_card
1143,2000,917014,credit_card
1144,735,324649,credit_card
1145,2850,424106,credit_card
1146,2644,951995,instalment
1147,2955,593995,cash
1148,2433,342052,cash
1149,2073,480590,credit_card
1150,2138,932625,instalment
1151,1958,471408,cash
1152,2548,245453,instalment
1153,931,748105,cash
1154,1760,788701,cash
1155,715,798086,credit_card
1156,2883,788043,credit_card
1157,2813,901565,instalment
1158,1538,120928,instalment
1159,548,595430,credit_card
1160,1352,270746,credit_card
1161,646,533259,credit_card
1162,2306,330494,credit_card
1163,258,956821,cash
1164,2832,476445,credit_card
1165,101,329926,instalment
1166,2798,978733,credit_card
1167,2673,435649,credit_card
1168,499,866129,instalment
1169,1444,267266,instalment
1170,2367,596415,credit_card
1171,1806,970569,credit_card
1172,8,366389,instalment
1173,2363,404665,credit_card
1174,154,717831,cash
1175,1684,983452,instalment
1176,1879,170420,cash
1177,1837,244872,instalment
1178,1404,838895,cash
